NAME,QUANTITY_TYPE,CATALOG_NAME,CATALOG_SYMBOL,RP66_SYMBOL,BASE_UNIT,A,B,C,D
calories/cubic millimetre,shear stress,POSC,cal/mm3,cal/mm3,J/m3,0,4.184,0.000000001,0
calories/cubic millimetre,modulus of elasticity,POSC,cal/mm3,cal/mm3,J/m3,0,4.184,0.000000001,0
calories/cubic millimetre,shear modulus,POSC,cal/mm3,cal/mm3,J/m3,0,4.184,0.000000001,0
calories/cubic millimetre,modulus of rigidity,POSC,cal/mm3,cal/mm3,J/m3,0,4.184,0.000000001,0
calories/cubic millimetre,bulk modulus,POSC,cal/mm3,cal/mm3,J/m3,0,4.184,0.000000001,0
calories/cubic millimetre,modulus of compression,POSC,cal/mm3,cal/mm3,J/m3,0,4.184,0.000000001,0
calories/cubic millimetre,electromagnetic energy density,POSC,cal/mm3,cal/mm3,J/m3,0,4.184,0.000000001,0
calories/cubic millimetre,radiant energy density,POSC,cal/mm3,cal/mm3,J/m3,0,4.184,0.000000001,0
calories/gram mol degree celsius,molar heat capacity,POSC,cal/mol.degC,cal/mm3,J/mol.K,0,4.184,1,0
calories/gram mol degree celsius,molar entropy,POSC,cal/mol.degC,cal/mm3,J/mol.K,0,4.184,1,0
calories/gram mol degree celsius,molar gas constant,POSC,cal/mol.degC,cal/mm3,J/mol.K,0,4.184,1,0
calories/gram mol degree celsius,molar heat capacity,POSC,cal/mol(g).degC,cal/mm3,J/mol.K,0,4184,1,0
calories/gram mol degree celsius,molar entropy,POSC,(Deprecated),cal/mm3,J/mol.K,0,4184,1,0
calories/gram mol degree celsius,molar gas constant,POSC,(Deprecated),cal/mm3,J/mol.K,0,4184,1,0
calories/second centimetre deg C,thermal conductivity,POSC,cal/s.cm.degC,cal/s.cm.degC,W/m.K,0,418.4,1,0
calories/second square centimetre deg C,heat transfer coefficient,POSC,cal/s.cm2.degC,cal/s.cm2.degC,W/m2.K,0,41840,1,0
calories/second cubic centimetre,power per volume,POSC,cal/s.cm3,cal/s.cm3,W/m3,0,4184000,1,0
centesimal second,plane angle,POSC,ccgr,cal/s.cm3,rad,0,31.415.926.535.898,2000000,0
centiEuclid,dimensionless,POSC,cEuc,%,Euc,0,0.01,1,0
centiEuclid,poisson ratio,POSC,cEuc,%,Euc,0,0.01,1,0
centesimal minute,plane angle,POSC,cgr,%,rad,0,31.415.926.535.898,20000,0
ch,power,POSC,ch,%,W,0,735.499,1,0
ch hours,energy,POSC,ch.h,%,J,0,2647796,1,0
ch hours,work,POSC,ch.h,%,J,0,2647796,1,0
Benoit chain (1895 A),length,POSC,chBnA,%,m,0,201.167.824,1,0
Benoit chain (1895 A),breadth,POSC,chBnA,%,m,0,201.167.824,1,0
Benoit chain (1895 A),height,POSC,chBnA,%,m,0,201.167.824,1,0
Benoit chain (1895 A),thickness,POSC,chBnA,%,m,0,201.167.824,1,0
Benoit chain (1895 A),radius,POSC,chBnA,%,m,0,201.167.824,1,0
Benoit chain (1895 A),Cartesian coordinates,POSC,chBnA,%,m,0,201.167.824,1,0
Benoit chain (1895 A),diameter,POSC,chBnA,%,m,0,201.167.824,1,0
Benoit chain (1895 A),distance,POSC,chBnA,%,m,0,201.167.824,1,0
Benoit chain (1895 B),length,POSC,chBnB,%,m,0,792,39.370.113,0
Benoit chain (1895 B),breadth,POSC,chBnB,%,m,0,792,39.370.113,0
Benoit chain (1895 B),height,POSC,chBnB,%,m,0,792,39.370.113,0
Benoit chain (1895 B),thickness,POSC,chBnB,%,m,0,792,39.370.113,0
Benoit chain (1895 B),radius,POSC,chBnB,%,m,0,792,39.370.113,0
Benoit chain (1895 B),Cartesian coordinates,POSC,chBnB,%,m,0,792,39.370.113,0
Benoit chain (1895 B),diameter,POSC,chBnB,%,m,0,792,39.370.113,0
Benoit chain (1895 B),distance,POSC,chBnB,%,m,0,792,39.370.113,0
Clarke chain,length,POSC,chCla,%,m,0,2.011.661.949,1,0
Clarke chain,breadth,POSC,chCla,%,m,0,2.011.661.949,1,0
Clarke chain,height,POSC,chCla,%,m,0,2.011.661.949,1,0
Clarke chain,thickness,POSC,chCla,%,m,0,2.011.661.949,1,0
Clarke chain,radius,POSC,chCla,%,m,0,2.011.661.949,1,0
Clarke chain,Cartesian coordinates,POSC,chCla,%,m,0,2.011.661.949,1,0
Clarke chain,diameter,POSC,chCla,%,m,0,2.011.661.949,1,0
Clarke chain,distance,POSC,chCla,%,m,0,2.011.661.949,1,0
Sears chain,length,POSC,chSe,%,m,0,792,39.370.147,0
Sears chain,breadth,POSC,chSe,%,m,0,792,39.370.147,0
Sears chain,height,POSC,chSe,%,m,0,792,39.370.147,0
Sears chain,thickness,POSC,chSe,%,m,0,792,39.370.147,0
Sears chain,radius,POSC,chSe,%,m,0,792,39.370.147,0
Sears chain,Cartesian coordinates,POSC,chSe,%,m,0,792,39.370.147,0
Sears chain,diameter,POSC,chSe,%,m,0,792,39.370.147,0
Sears chain,distance,POSC,chSe,%,m,0,792,39.370.147,0
chus,energy,POSC,Chu,%,J,0,1.899.101,1,0
chus,work,POSC,Chu,%,J,0,1.899.101,1,0
US Survey chain,length,POSC,chUS,%,m,0,792,39.37,0
US Survey chain,breadth,POSC,chUS,%,m,0,792,39.37,0
US Survey chain,height,POSC,chUS,%,m,0,792,39.37,0
US Survey chain,thickness,POSC,chUS,%,m,0,792,39.37,0
US Survey chain,radius,POSC,chUS,%,m,0,792,39.37,0
US Survey chain,Cartesian coordinates,POSC,chUS,%,m,0,792,39.37,0
US Survey chain,diameter,POSC,chUS,%,m,0,792,39.37,0
US Survey chain,distance,POSC,chUS,%,m,0,792,39.37,0
curie,activity (of radioactivity),POSC,Ci,Ci,Bq,0,37000000000,1,0
centimetre,length,POSC,cm,cm,m,0,0.01,1,0
centimetre,breadth,POSC,cm,cm,m,0,0.01,1,0
centimetre,height,POSC,cm,cm,m,0,0.01,1,0
centimetre,thickness,POSC,cm,cm,m,0,0.01,1,0
centimetre,radius,POSC,cm,cm,m,0,0.01,1,0
centimetre,radius of curvature,POSC,cm,cm,m,0,0.01,1,0
centimetre,Cartesian coordinates,POSC,cm,cm,m,0,0.01,1,0
centimetre,diameter,POSC,cm,cm,m,0,0.01,1,0
centimetre,length of path,POSC,cm,cm,m,0,0.01,1,0
centimetre,distance,POSC,cm,cm,m,0,0.01,1,0
centimetre,wavelength,POSC,cm,cm,m,0,0.01,1,0
centimetre,mean free path,POSC,cm,cm,m,0,0.01,1,0
centimeter per year,velocity,POSC,cm/a,cm/a,m/s,0,0.01,31558150,0
centimetre/second,velocity,POSC,cm/s,cm/s,m/s,0,0.01,1,0
centimetre/second squared,acceleration linear,POSC,cm/s2,cm/s2,m/s2,0,0.01,1,0
square centimetre,area,POSC,cm2,cm2,m2,0,0.0001,1,0
centimetres squared/gram,mass attenuation coefficient,POSC,cm2/g,cm2/g,m2/kg,0,0.1,1,0
centimetres squared/second,kinematic viscosity,POSC,cm2/s,cm2/s,m2/s,0,0.0001,1,0
centimetres squared/second,thermal diffusivity,POSC,cm2/s,cm2/s,m2/s,0,0.0001,1,0
centimetres squared/second,area per time,POSC,cm2/s,cm2/s,m2/s,0,0.0001,1,0
cubic centimetre,volume,POSC,cm3,cm3,m3,0,0.000001,1,0
cubic centimeter per thirty minutes,volume flow rate,POSC,cm3/30min,cm3,m3/s,0,0.000001,1800,0
cubic centimeters/ cubic centimetres,volume per volume,POSC,cm3/cm3,cm3/cm3,Euc,0,1,1,0
cubic centimetres/gram,specific volume,POSC,cm3/g,cm3/g,m3/kg,0,0.001,1,0
cubic centimetres/gram,massic volume,POSC,cm3/g,cm3/g,m3/kg,0,0.001,1,0
cubic centimeter per hour,volume flow rate,POSC,cm3/h,cm3/h,m3/s,0,0.000001,3600,0
cubic centimetre/cubic metre,volume per volume,POSC,cm3/m3,cm3/m3,Euc,0,0.000001,1,0
cubic centimeter per minute,volume flow rate,POSC,cm3/min,cm3/min,m3/s,0,0.000001,60,0
cubic centimeter per second,volume flow rate,POSC,cm3/s,cm3/s,m3/s,0,0.000001,1,0
centimetres fourth,second moment of area,POSC,cm4,cm4,m4,0,0.00000001,1,0
cm of water at 4 degC.,force per area,POSC,cmH2O(4degC),cm4,Pa,0,980.638,1,0
cm of water at 4 degC.,pressure,POSC,cmH2O(4degC),cm4,Pa,0,980.638,1,0
centipoise,dynamic viscosity,POSC,cP,cP,Pa.s,0,0.001,1,0
ten milli second,time,POSC,cs,cP,s,0,0.01,1,0
centiStoke,kinematic viscosity,POSC,cSt,cP,m2/s,0,0.000001,1,0
centiStoke,area per time,POSC,cSt,cP,m2/s,0,0.000001,1,0
carat,mass,POSC,ct,cP,kg,0,0.0002,1,0
capture unit,area per volume,POSC,cu,cu,1/m,0,0.1,1,0
cubic feet,volume,POSC,cu ft,ft3,m3,0,0.02831685,1,0
cubic feet,volume,POSC,(Deprecated),ft3,m3,0,0.02831685,1,0
cubic inch,volume,POSC,cu in,in3,m3,0,0.00001638706,1,0
cubic inch,volume,POSC,(Deprecated),in3,m3,0,0.00001638706,1,0
cubic yard,volume,POSC,cu yd,1/27 ft3,m3,0,0.7645549,1,0
cubic yard,volume,POSC,(Deprecated),1/27 ft3,m3,0,0.7645549,1,0
cubic mile,volume,POSC,cubem,mi3,m3,0,4168182000,1,0
cubic mile,volume,POSC,(Deprecated),mi3,m3,0,4168182000,1,0
curie,activity (of radioactivity),POSC,curie,Ci,Bq,0,37000000000,1,0
curie,activity (of radioactivity),POSC,(Deprecated),Ci,Bq,0,37000000000,1,0
cheval vapeur,power,POSC,CV,Ci,W,0,735.499,1,0
CV hours,energy,POSC,CV.h,Ci,J,0,2647796,1,0
CV hours,work,POSC,CV.h,Ci,J,0,2647796,1,0
UK hundredweight,mass,POSC,cwtUK,Ci,kg,0,5.080.235,1,0
US hundredweight,mass,POSC,cwtUS,Ci,kg,0,4.535.924,1,0
darcy,permeability rock,POSC,D,D,m2,0,0.000000000000986923,1,0
day,time,POSC,d,d,s,0,86400,1,0
darcy foot,permeability length,POSC,D.ft,D.ft,m3,0,0.0000000000003008141,1,0
darcy metre,permeability length,POSC,D.m,D.m,m3,0,0.000000000000986923,1,0
day per barrel,time per volume,POSC,d/bbl,d/bbl,s/m3,0,86400,0.1589873,0
days/cubic foot,time per volume,POSC,d/ft3,d/ft3,s/m3,0,86400,0.028316846592,0
day per thousand cubic feet,time per volume,POSC,d/k(ft3),d/ft3,s/m3,0,86400,28.316.846.592,0
days/cubic metre,time per volume,POSC,d/m3,d/m3,s/m3,0,86400,1,0
decanewtons,force,POSC,daN,d/m3,N,0,10,1,0
decanewton metres,moment of force,POSC,daN.m,d/m3,J,0,10,1,0
decanewton metres,moment of couple,POSC,daN.m,d/m3,J,0,10,1,0
decanewton metres,torque,POSC,daN.m,d/m3,J,0,10,1,0
API gravity,density,POSC,dAPI,dAPI,kg/m3,141500,0,131.5,1
API gravity,mass density,POSC,dAPI,dAPI,kg/m3,141500,0,131.5,1
API gravity,volumic mass,POSC,dAPI,dAPI,kg/m3,141500,0,131.5,1
decibel,level of power intensity,POSC,dB,dB,B,0,0.1,1,0
decibels/foot,attenuation per length,POSC,dB/ft,dB/ft,B/m,0,0.1,0.3048,0
decibels/metre,attenuation per length,POSC,dB/m,dB/m,B/m,0,0.1,1,0
decibels/kilometre,attenuation per length,POSC,dB/km,dB/km,B/m,0,0.0001,1,0
decibels/octave,attenuation,POSC,dB/O,dB/km,B/O,0,0.1,1,0
change in degrees Celsius,delta temperature,POSC,ddegC,degC,K,0,1,1,0
change in degrees Fahrenheit,delta temperature,POSC,ddegF,degF,K,0,5,9,0
change in degrees Kelvin,delta temperature,POSC,ddegK,K,K,0,1,1,0
change in degrees Rankine,delta temperature,POSC,ddegR,degR,K,0,5,9,0
degree of an angle,plane angle,POSC,dega,dega,rad,0,0.01745329,1,0
degrees of an angle/100 feet,angle per length,POSC,dega/100ft,dega,rad/m,0,0.01745329,30.48,0
degrees of an angle per thirty feet,angle per length,POSC,dega/30ft,dega,rad/m,0,0.01745329,9.144,0
degrees of an angle/30 metres,angle per length,POSC,dega/30m,dega,rad/m,0,0.01745329,30,0
degrees of an angle/foot,angle per length,POSC,dega/ft,dega/ft,rad/m,0,0.01745329,0.3048,0
degrees of an angle/100 feet,angle per length,POSC,dega/ft(100),dega/ft,rad/m,0,0.01745329,30.48,0
degrees of an angle/100 feet,angle per length,POSC,(Deprecated),dega/ft,rad/m,0,0.01745329,30.48,0
degrees of an angle per hour,rotational frequency,POSC,dega/h,dega/h,rad/s,0,0.01745329,3600,0
degrees of an angle per hour,circular frequency,POSC,dega/h,dega/h,rad/s,0,0.01745329,3600,0
degrees of an angle per hour,angle per time,POSC,dega/h,dega/h,rad/s,0,0.01745329,3600,0
degrees of an angle per hour,rotational velocity,POSC,dega/h,dega/h,rad/s,0,0.01745329,3600,0
degrees of an angle/metre,angle per length,POSC,dega/m,dega/m,rad/m,0,0.01745329,1,0
degrees of an angle/30 metres,angle per length,POSC,dega/m(30),dega/m,rad/m,0,0.01745329,30,0
degrees of an angle/30 metres,angle per length,POSC,(Deprecated),dega/m,rad/m,0,0.01745329,30,0
degrees of an angle/minute,rotational frequency,POSC,dega/min,dega/min,rad/s,0,0.01745329,60,0
degrees of an angle/minute,circular frequency,POSC,dega/min,dega/min,rad/s,0,0.01745329,60,0
degrees of an angle/minute,angle per time,POSC,dega/min,dega/min,rad/s,0,0.01745329,60,0
degrees of an angle/minute,rotational velocity,POSC,dega/min,dega/min,rad/s,0,0.01745329,60,0
degrees of an angle per second,rotational frequency,POSC,dega/s,dega/s,rad/s,0,0.01745329,1,0
degrees of an angle per second,circular frequency,POSC,dega/s,dega/s,rad/s,0,0.01745329,1,0
degrees of an angle per second,angle per time,POSC,dega/s,dega/s,rad/s,0,0.01745329,1,0
degrees Celsius,thermodynamic temperature,POSC,degC,degC,K,273.15,1,1,0
degrees C square metres hours/kilocal,thermal insulance,POSC,degC.m2.h/kcal,degC.m2.h/kcal,K.m2/W,0,0.8604208,1,0
degrees C square metres hours/kilocal,coefficient of thermal insulation,POSC,degC.m2.h/kcal,degC.m2.h/kcal,K.m2/W,0,0.8604208,1,0
degrees Celsius per hundred metre,temperature per length,POSC,degC/100m,degC.m2.h/kcal,K/m,0,0.01,1,0
degrees Celsius per foot,temperature per length,POSC,degC/ft,degC/ft,K/m,0,1,0.3048,0
degrees Celsius per hour,temperature per time,POSC,degC/h,degC/h,K/s,0,1,3600,0
degrees Celsius/kilometre,temperature per length,POSC,degC/km,degC/km,K/m,0,0.001,1,0
degrees Celsius/metre,temperature per length,POSC,degC/m,degC/m,K/m,0,1,1,0
degrees Celsius per minute,temperature per time,POSC,degC/min,degC/min,K/s,0,1,60,0
degrees Celsius per second,temperature per time,POSC,degC/s,degC/s,K/s,0,1,1,0
degree Fahrenheit,thermodynamic temperature,POSC,degF,degF,K,2298.35,5,9,0
degrees F square feet hours/Btu,thermal insulance,POSC,degF.ft2.h/Btu,degF.ft2.h/Btu,K.m2/W,0,0.1761102,1,0
degrees F square feet hours/Btu,coefficient of thermal insulation,POSC,degF.ft2.h/Btu,degF.ft2.h/Btu,K.m2/W,0,0.1761102,1,0
degrees Fahrenheit/100 feet.,temperature per length,POSC,degF/100ft,degF.ft2.h/Btu,K/m,0,0.01822689,1,0
degrees Fahrenheit/foot,temperature per length,POSC,degF/ft,degF/ft,K/m,0,1.822.689,1,0
degrees Fahrenheit/100 feet.,temperature per length,POSC,degF/ft(100),degF/ft,K/m,0,0.01822689,1,0
degrees Fahrenheit/100 feet.,temperature per length,POSC,(Deprecated),degF/ft,K/m,0,0.01822689,1,0
degrees Fahrenheit per hour,temperature per time,POSC,degF/h,degF/h,K/s,0,5,32400,0
degrees Fahrenheit per meter,temperature per length,POSC,degF/m,degF/m,K/m,0,5,9,0
degrees Fahrenheit per minute,temperature per time,POSC,degF/min,degF/min,K/s,0,5,540,0
degrees Fahrenheit per second,temperature per time,POSC,degF/s,degF/s,K/s,0,5,9,0
degrees Rankine,thermodynamic temperature,POSC,degR,degR,K,0,5,9,0
decimetre,length,POSC,dm,dm,m,0,0.1,1,0
decimetre,breadth,POSC,dm,dm,m,0,0.1,1,0
decimetre,height,POSC,dm,dm,m,0,0.1,1,0
decimetre,thickness,POSC,dm,dm,m,0,0.1,1,0
decimetre,radius,POSC,dm,dm,m,0,0.1,1,0
decimetre,radius of curvature,POSC,dm,dm,m,0,0.1,1,0
decimetre,Cartesian coordinates,POSC,dm,dm,m,0,0.1,1,0
decimetre,diameter,POSC,dm,dm,m,0,0.1,1,0
decimetre,length of path,POSC,dm,dm,m,0,0.1,1,0
decimetre,distance,POSC,dm,dm,m,0,0.1,1,0
decimetre,wavelength,POSC,dm,dm,m,0,0.1,1,0
decimetre,mean free path,POSC,dm,dm,m,0,0.1,1,0
decimeter per second,velocity,POSC,dm/s,dm/s,m/s,0,0.1,1,0
cubic decimetre,volume,POSC,dm3,dm3,m3,0,0.001,1,0
cubic decimetre,volume,POSC,dm3,L,m3,0,0.001,1,0
cubic decimetres/100 kilometres,volume per length,POSC,dm3/100km,L,m2,0,0.00000001,1,0
cubic decimetres/kilogram,specific volume,POSC,dm3/kg,dm3/kg,m3/kg,0,0.001,1,0
cubic decimetres/kilogram,massic volume,POSC,dm3/kg,dm3/kg,m3/kg,0,0.001,1,0
cubic decimetres/100 kilometres,volume per length,POSC,dm3/km(100),dm3/kg,m2,0,0.00000001,1,0
cubic decimetres/100 kilometres,volume per length,POSC,(Deprecated),dm3/kg,m2,0,0.00000001,1,0
cubic decimetres/kilowatt hour,isothermal compressibility,POSC,dm3/kW.h,dm3/kW.h,m3/J,0,0.0000000002777778,1,0
cubic decimetres/metre,volume per length,POSC,dm3/m,dm3/m,m2,0,0.001,1,0
cubic decimetres/cubic metre,volume per volume,POSC,dm3/m3,dm3/m3,Euc,0,0.001,1,0
cubic decimetres/megajoule,isothermal compressibility,POSC,dm3/MJ,dm3/MJ,m3/J,0,0.000000001,1,0
cubic decimetres/kilogram mole,molar volume,POSC,dm3/kmol,dm3/MJ,m3/mol,0,0.000001,1,0
cubic decimetres/kilogram mole,molar volume,POSC,dm3/mol(kg),dm3/mol,m3/mol,0,0.001,1,0
cubic decimetres/kilogram mole,molar volume,POSC,(Deprecated),dm3/mol,m3/mol,0,0.001,1,0
cubic decimetres/second,volume flow rate,POSC,dm3/s,dm3/s,m3/s,0,0.001,1,0
cubic decimetres/second/second,volume per time per time,POSC,dm3/s2,dm3/s2,m3/s2,0,0.001,1,0
cubic decimetres/ton,specific volume,POSC,dm3/t,dm3/t,m3/kg,0,0.000001,1,0
cubic decimetres/ton,massic volume,POSC,dm3/t,dm3/t,m3/kg,0,0.000001,1,0
decinewton metres,moment of force,POSC,dN.m,dN.m,J,0,0.1,1,0
decinewton metres,moment of couple,POSC,dN.m,dN.m,J,0,0.1,1,0
decinewton metres,torque,POSC,dN.m,dN.m,J,0,0.1,1,0
dynes,force,POSC,dyne,dN.m,N,0,0.00001,1,0
dyne centimetre squared,force area,POSC,dyne.cm2,dN.m,N.m2,0,0.000000001,1,0
dyne seconds/square centimetre,dynamic viscosity,POSC,dyne.s/cm2,dN.m,Pa.s,0,0.1,1,0
dynes/centimetre,force per length,POSC,dyne/cm,dN.m,N/m,0,0.001,1,0
dynes/square centimetre,force per area,POSC,dyne/cm2,.1 Pa,Pa,0,0.1,1,0
dynes/square centimetre,pressure,POSC,dyne/cm2,.1 Pa,Pa,0,0.1,1,0
dynes/centimetre fourth/gram cm cubed,parachor,POSC,(dyne/cm)4/gcm3,(dyne/cm)4/gcm3,N4/kg.m7,0,0.001,1,0
newton/metre fourth/kilogram metre cubed,parachor,POSC,(N/m)4/kg.m3,(N/m)4/kg.m3,N4/kg.m7,0,1,1,0
electric horsepower,power,POSC,ehp,ehp,W,0,746,1,0
exajoule,energy,POSC,EJ,EJ,J,0,1.00E+18,1,0
exajoule,work,POSC,EJ,EJ,J,0,1.00E+18,1,0
exajoules/year,heat flow rate,POSC,EJ/a,EJ/a,W,0,31687540000,1,0
equivalents/ Liter,equivalent per volume,POSC,eq/L,eq/L,eq/m3,0,1000,1,0
ergs,energy,POSC,erg,eq/L,J,0,0.0000001,1,0
ergs,work,POSC,erg,eq/L,J,0,0.0000001,1,0
ergs/year,heat flow rate,POSC,erg/a,eq/L,W,0,0.0000001,31558150,0
ergs/square centimetre,energy per area,POSC,erg/cm2,mN/m,N/m,0,0.001,1,0
ergs/cubic centimetre,normal stress,POSC,erg/cm3,mN/m,J/m3,0,0.1,1,0
ergs/cubic centimetre,shear stress,POSC,erg/cm3,mN/m,J/m3,0,0.1,1,0
ergs/cubic centimetre,modulus of elasticity,POSC,erg/cm3,mN/m,J/m3,0,0.1,1,0
ergs/cubic centimetre,shear modulus,POSC,erg/cm3,mN/m,J/m3,0,0.1,1,0
ergs/cubic centimetre,modulus of rigidity,POSC,erg/cm3,mN/m,J/m3,0,0.1,1,0
ergs/cubic centimetre,bulk modulus,POSC,erg/cm3,mN/m,J/m3,0,0.1,1,0
ergs/cubic centimetre,modulus of compression,POSC,erg/cm3,mN/m,J/m3,0,0.1,1,0
ergs/cubic centimetre,electromagnetic energy density,POSC,erg/cm3,mN/m,J/m3,0,0.1,1,0
ergs/cubic centimetre,radiant energy density,POSC,erg/cm3,mN/m,J/m3,0,0.1,1,0
ergs/gram,specific energy,POSC,erg/g,mN/m,J/kg,0,0.0001,1,0
ergs/kilogram,specific energy,POSC,erg/kg,mN/m,J/kg,0,0.0000001,1,0
ergs/cubic metre,normal stress,POSC,erg/m3,mN/m,J/m3,0,0.0000001,1,0
ergs/cubic metre,shear stress,POSC,erg/m3,mN/m,J/m3,0,0.0000001,1,0
ergs/cubic metre,modulus of elasticity,POSC,erg/m3,mN/m,J/m3,0,0.0000001,1,0
ergs/cubic metre,shear modulus,POSC,erg/m3,mN/m,J/m3,0,0.0000001,1,0
ergs/cubic metre,modulus of rigidity,POSC,erg/m3,mN/m,J/m3,0,0.0000001,1,0
ergs/cubic metre,bulk modulus,POSC,erg/m3,mN/m,J/m3,0,0.0000001,1,0
ergs/cubic metre,modulus of compression,POSC,erg/m3,mN/m,J/m3,0,0.0000001,1,0
ergs/cubic metre,electromagnetic energy density,POSC,erg/m3,mN/m,J/m3,0,0.0000001,1,0
ergs/cubic metre,radiant energy density,POSC,erg/m3,mN/m,J/m3,0,0.0000001,1,0
electron volts,energy,POSC,eV,eV,J,0,1.60E-13,1,0
electron volts,work,POSC,eV,eV,J,0,1.60E-13,1,0
fathoms,depth,POSC,fathom,eV,m,0,18.288,1,0
fathoms,length,POSC,fathom,eV,m,0,18.288,1,0
femtocoulomb,electric capacity,POSC,fC,fC,C,0,1.00E-15,1,0
femtocoulomb,electric charge,POSC,fC,fC,C,0,1.00E-15,1,0
femtocoulomb,electric flux,POSC,fC,fC,C,0,1.00E-15,1,0
UK fluid ounce,volume,POSC,fl ozUK,fC,m3,0,0.00002841308,1,0
UK fluid ounce,volume,POSC,(Deprecated),fC,m3,0,0.00002841308,1,0
US fluid ounces,volume,POSC,fl ozUS,fC,m3,0,0.00002957353,1,0
US fluid ounces,volume,POSC,(Deprecated),fC,m3,0,0.00002957353,1,0
flops,operations per time,POSC,flops,1/s,1/s,0,1,1,0
UK fluid ounce,volume,POSC,flozUK,1/s,m3,0,0.00002841308,1,0
US fluid ounces,volume,POSC,flozUS,1/s,m3,0,0.00002957353,1,0
femtometer,length,POSC,fm,fm,m,0,1.00E-15,1,0
femtometer,breadth,POSC,fm,fm,m,0,1.00E-15,1,0
femtometer,height,POSC,fm,fm,m,0,1.00E-15,1,0
femtometer,thickness,POSC,fm,fm,m,0,1.00E-15,1,0
femtometer,radius,POSC,fm,fm,m,0,1.00E-15,1,0
femtometer,radius of curvature,POSC,fm,fm,m,0,1.00E-15,1,0
femtometer,Cartesian coordinates,POSC,fm,fm,m,0,1.00E-15,1,0
femtometer,diameter,POSC,fm,fm,m,0,1.00E-15,1,0
femtometer,length of path,POSC,fm,fm,m,0,1.00E-15,1,0
femtometer,distance,POSC,fm,fm,m,0,1.00E-15,1,0
femtometer,wavelength,POSC,fm,fm,m,0,1.00E-15,1,0
femtometer,mean free path,POSC,fm,fm,m,0,1.00E-15,1,0
footcandles,illuminance,POSC,footcandle,fm,lx,0,1.076.391,1,0
footcandle seconds,light exposure,POSC,footcandle.s,fm,lx.s,0,1.076.391,1,0
foot,length,POSC,ft,ft,m,0,0.3048,1,0
foot,breadth,POSC,ft,ft,m,0,0.3048,1,0
foot,height,POSC,ft,ft,m,0,0.3048,1,0
foot,thickness,POSC,ft,ft,m,0,0.3048,1,0
foot,radius,POSC,ft,ft,m,0,0.3048,1,0
foot,radius of curvature,POSC,ft,ft,m,0,0.3048,1,0
foot,Cartesian coordinates,POSC,ft,ft,m,0,0.3048,1,0
foot,diameter,POSC,ft,ft,m,0,0.3048,1,0
foot,length of path,POSC,ft,ft,m,0,0.3048,1,0
foot,distance,POSC,ft,ft,m,0,0.3048,1,0
foot,wavelength,POSC,ft,ft,m,0,0.3048,1,0
foot,mean free path,POSC,ft,ft,m,0,0.3048,1,0
foot pounds force,moment of force,POSC,ft.lbf,ft.lbf,J,0,1.355.818,1,0
foot pounds force,moment of couple,POSC,ft.lbf,ft.lbf,J,0,1.355.818,1,0
foot pounds force,torque,POSC,ft.lbf,ft.lbf,J,0,1.355.818,1,0
foot pounds force/barrel,normal stress,POSC,ft.lbf/bbl,ft.lbf/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,shear stress,POSC,ft.lbf/bbl,ft.lbf/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,modulus of elasticity,POSC,ft.lbf/bbl,ft.lbf/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,shear modulus,POSC,ft.lbf/bbl,ft.lbf/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,modulus of rigidity,POSC,ft.lbf/bbl,ft.lbf/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,bulk modulus,POSC,ft.lbf/bbl,ft.lbf/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,modulus of compression,POSC,ft.lbf/bbl,ft.lbf/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,electromagnetic energy density,POSC,ft.lbf/bbl,ft.lbf/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,radiant energy density,POSC,ft.lbf/bbl,ft.lbf/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/US gallon,normal stress,POSC,ft.lbf/galUS,ft.lbf/galUS,J/m3,0,3.581.692,1,0
foot pounds force/US gallon,shear stress,POSC,ft.lbf/galUS,ft.lbf/galUS,J/m3,0,3.581.692,1,0
foot pounds force/US gallon,modulus of elasticity,POSC,ft.lbf/galUS,ft.lbf/galUS,J/m3,0,3.581.692,1,0
foot pounds force/US gallon,shear modulus,POSC,ft.lbf/galUS,ft.lbf/galUS,J/m3,0,3.581.692,1,0
foot pounds force/US gallon,modulus of rigidity,POSC,ft.lbf/galUS,ft.lbf/galUS,J/m3,0,3.581.692,1,0
foot pounds force/US gallon,bulk modulus,POSC,ft.lbf/galUS,ft.lbf/galUS,J/m3,0,3.581.692,1,0
foot pounds force/US gallon,modulus of compression,POSC,ft.lbf/galUS,ft.lbf/galUS,J/m3,0,3.581.692,1,0
foot pounds force/US gallon,electromagnetic energy density,POSC,ft.lbf/galUS,ft.lbf/galUS,J/m3,0,3.581.692,1,0
foot pounds force/US gallon,radiant energy density,POSC,ft.lbf/galUS,ft.lbf/galUS,J/m3,0,3.581.692,1,0
